,phi_h,Ti,Ta,phi_s
0 days 00:05:00,3000.0,293.69032985622084,270.85820312500005,0.0
0 days 00:05:30,3000.0,293.74173587821434,270.85820312500005,0.0
0 days 00:06:00,3000.0,293.79265975753,270.85820312500005,0.0
0 days 00:06:30,3000.0,293.8430684450872,270.85820312500005,0.0
0 days 00:07:00,3000.0,293.89295358113833,270.85820312500005,0.0
0 days 00:07:30,3000.0,293.9423112829846,270.85820312500005,0.0
0 days 00:08:00,3000.0,293.9911393582734,270.85820312500005,0.0
0 days 00:08:30,3000.0,294.03943581611077,270.85820312500005,0.0
0 days 00:09:00,3000.0,294.0871993239384,270.85820312500005,0.0
0 days 00:09:30,3000.0,294.13442919499494,270.85820312500005,0.0
0 days 00:10:00,3000.0,294.1811252486948,270.86640625,0.0
0 days 00:10:30,3000.0,294.22724310051746,270.86640625,0.0
0 days 00:11:00,3000.0,294.2728674535776,270.86640625,0.0
0 days 00:11:30,3000.0,294.31796464893057,270.86640625,0.0
0 days 00:12:00,3000.0,294.36253298195265,270.86640625,0.0
0 days 00:12:30,3000.0,294.4065726908751,270.86640625,0.0
0 days 00:13:00,3000.0,294.45008537795513,270.86640625,0.0
0 days 00:13:30,3000.0,294.4930731692211,270.86640625,0.0
0 days 00:14:00,3000.0,294.5355384392831,270.86640625,0.0
0 days 00:14:30,3000.0,294.57748375156734,270.86640625,0.0
0 days 00:15:00,3000.0,294.61891143289904,270.87421875,0.0
0 days 00:15:30,3000.0,294.65976940156816,270.87421875,0.0
0 days 00:16:00,3000.0,294.70016239182974,270.87421875,0.0
0 days 00:16:30,3000.0,294.74005526579595,270.87421875,0.0
0 days 00:17:00,3000.0,294.7794456813392,270.87421875,0.0
0 days 00:17:30,3000.0,294.8183357320965,270.87421875,0.0
0 days 00:18:00,3000.0,294.85672855382853,270.87421875,0.0
0 days 00:18:30,3000.0,294.8946277698709,270.87421875,0.0
0 days 00:19:00,3000.0,294.9320372217089,270.87421875,0.0
0 days 00:19:30,3000.0,294.9689608862556,270.87421875,0.0
0 days 00:20:00,3000.0,295.0054028446791,270.88203125,0.0
0 days 00:20:30,596.0,294.98802563930167,270.88203125,0.0
0 days 00:21:00,596.0,294.9709023388397,270.88203125,0.0
0 days 00:21:30,596.0,294.9540357082483,270.88203125,0.0
0 days 00:22:00,596.0,294.9374286887801,270.88203125,0.0
0 days 00:22:30,596.0,294.9210762726561,270.88203125,0.0
0 days 00:23:00,596.0,294.90497112250097,270.88203125,0.0
0 days 00:23:30,596.0,294.8891054071737,270.88203125,0.0
0 days 00:24:00,596.0,294.8734713801876,270.88203125,0.0
0 days 00:24:30,596.0,294.85806154648503,270.88203125,0.0
0 days 00:25:00,596.0,294.8428699538617,270.88945312500005,0.0
0 days 00:25:30,43.99999999999999,294.8157005279527,270.88945312500005,0.0
0 days 00:26:00,43.99999999999999,294.7888616290313,270.88945312500005,0.0
0 days 00:26:30,43.99999999999999,294.76235499743495,270.88945312500005,0.0
0 days 00:27:00,43.99999999999999,294.7361883970873,270.88945312500005,0.0
0 days 00:27:30,43.99999999999999,294.7103577826434,270.88945312500005,0.0
0 days 00:28:00,43.99999999999999,294.68485541756405,270.88945312500005,0.0
0 days 00:28:30,43.99999999999999,294.6596725787986,270.88945312500005,0.0
0 days 00:29:00,43.99999999999999,294.63480044828424,270.88945312500005,0.0
0 days 00:29:30,43.99999999999999,294.6102303981644,270.88945312500005,0.0
0 days 00:30:00,43.99999999999999,294.5859552957469,270.896875,0.0
0 days 00:30:30,46.0,294.56207124810334,270.896875,0.0
0 days 00:31:00,46.0,294.5384354615584,270.896875,0.0
0 days 00:31:30,46.0,294.51504584374317,270.896875,0.0
0 days 00:32:00,46.0,294.491910959484,270.896875,0.0
0 days 00:32:30,46.0,294.46902914581113,270.896875,0.0
0 days 00:33:00,46.0,294.44639546539054,270.896875,0.0
0 days 00:33:30,46.0,294.4240040338187,270.896875,0.0
0 days 00:34:00,46.0,294.40184879472923,270.896875,0.0
0 days 00:34:30,46.0,294.3799237739425,270.896875,0.0
0 days 00:35:00,46.0,294.35822377375143,270.902734375,0.0
0 days 00:35:30,43.99999999999999,294.3367488619974,270.902734375,0.0
0 days 00:36:00,43.99999999999999,294.3154666537446,270.902734375,0.0
0 days 00:36:30,43.99999999999999,294.29437168494246,270.902734375,0.0
0 days 00:37:00,43.99999999999999,294.27347308959065,270.902734375,0.0
0 days 00:37:30,43.99999999999999,294.2527707063026,270.902734375,0.0
0 days 00:38:00,43.99999999999999,294.23226136003854,270.902734375,0.0
0 days 00:38:30,43.99999999999999,294.2119409655633,270.902734375,0.0
0 days 00:39:00,43.99999999999999,294.1918052292078,270.902734375,0.0
0 days 00:39:30,43.99999999999999,294.1718498804387,270.902734375,0.0
0 days 00:40:00,43.99999999999999,294.1520709656572,270.90859375,0.0
0 days 00:40:30,3000.0,294.1980518087536,270.90859375,0.0
0 days 00:41:00,3000.0,294.2434600677297,270.90859375,0.0
0 days 00:41:30,3000.0,294.28830613577975,270.90859375,0.0
0 days 00:42:00,3000.0,294.3325514744625,270.90859375,0.0
0 days 00:42:30,3000.0,294.37618623193504,270.90859375,0.0
0 days 00:43:00,3000.0,294.4192103572463,270.90859375,0.0
0 days 00:43:30,3000.0,294.4616272643506,270.90859375,0.0
0 days 00:44:00,3000.0,294.50344170435693,270.90859375,0.0
0 days 00:44:30,3000.0,294.54465904453565,270.90859375,0.0
0 days 00:45:00,3000.0,294.5852847872373,270.91328125,0.0
0 days 00:45:30,3000.0,294.6251946487455,270.91328125,0.0
0 days 00:46:00,3000.0,294.66461467924853,270.91328125,0.0
0 days 00:46:30,3000.0,294.7034919269142,270.91328125,0.0
0 days 00:47:00,3000.0,294.74181302937217,270.91328125,0.0
0 days 00:47:30,3000.0,294.7795780012408,270.91328125,0.0
0 days 00:48:00,3000.0,294.8167914344049,270.91328125,0.0
0 days 00:48:30,3000.0,294.85345952467503,270.91328125,0.0
0 days 00:49:00,3000.0,294.8895890623993,270.91328125,0.0
0 days 00:49:30,3000.0,294.92518708347956,270.91328125,0.0
0 days 00:50:00,3000.0,294.9602591471847,270.91796875,0.0
0 days 00:50:30,3000.0,294.99469405949816,270.91796875,0.0
0 days 00:51:00,3000.0,295.02870226230317,270.91796875,0.0
0 days 00:51:30,3000.0,295.06223579510623,270.91796875,0.0
0 days 00:52:00,3000.0,295.09528339818195,270.91796875,0.0
0 days 00:52:30,3000.0,295.12784614785807,270.91796875,0.0
0 days 00:53:00,3000.0,295.1599292628649,270.91796875,0.0
0 days 00:53:30,3000.0,295.1915393434133,270.91796875,0.0
0 days 00:54:00,3000.0,295.222683439117,270.91796875,0.0
0 days 00:54:30,3000.0,295.2533687314682,270.91796875,0.0
0 days 00:55:00,3000.0,295.2836008840345,270.921484375,0.0
0 days 00:55:30,3000.0,295.31327931014334,270.921484375,0.0
0 days 00:56:00,3000.0,295.34259630373305,270.921484375,0.0
0 days 00:56:30,3000.0,295.37150857839845,270.921484375,0.0
0 days 00:57:00,3000.0,295.40000623884976,270.921484375,0.0
0 days 00:57:30,3000.0,295.4280905851875,270.921484375,0.0
0 days 00:58:00,3000.0,295.45576663871583,270.921484375,0.0
0 days 00:58:30,3000.0,295.4830406273253,270.921484375,0.0
0 days 00:59:00,3000.0,295.50991913907194,270.921484375,0.0
0 days 00:59:30,3000.0,295.5364088361316,270.921484375,0.0
0 days 01:00:00,3000.0,295.5625150133231,270.925,0.0
0 days 01:00:30,3000.0,295.5881540699187,270.925,0.0
0 days 01:01:00,3000.0,295.6135090841084,270.925,0.0
0 days 01:01:30,3000.0,295.63851470296066,270.925,0.0
0 days 01:02:00,3000.0,295.66316253817513,270.925,0.0
0 days 01:02:30,3000.0,295.6874583802156,270.925,0.0
0 days 01:03:00,3000.0,295.7114095677358,270.925,0.0
0 days 01:03:30,3000.0,295.73502281909623,270.925,0.0
0 days 01:04:00,3000.0,295.75830435289436,270.925,0.0
0 days 01:04:30,3000.0,295.7812601499338,270.925,0.0
0 days 01:05:00,3000.0,295.80389518839945,270.925390625,0.0
0 days 01:05:30,3000.0,295.82613017936006,270.925390625,0.0
0 days 01:06:00,3000.0,295.84812567833274,270.925390625,0.0
0 days 01:06:30,3000.0,295.8698346259954,270.925390625,0.0
0 days 01:07:00,3000.0,295.89124972735135,270.925390625,0.0
0 days 01:07:30,3000.0,295.91237359261913,270.925390625,0.0
0 days 01:08:00,3000.0,295.9332110035735,270.925390625,0.0
0 days 01:08:30,3000.0,295.9537671221709,270.925390625,0.0
0 days 01:09:00,3000.0,295.97404711239227,270.925390625,0.0
0 days 01:09:30,3000.0,295.99405606799985,270.925390625,0.0
0 days 01:10:00,3000.0,296.01379822465265,270.92578125,0.0
0 days 01:10:30,3000.0,296.03319913879045,270.92578125,0.0
0 days 01:11:00,3000.0,296.052399562799,270.92578125,0.0
0 days 01:11:30,3000.0,296.07136708377527,270.92578125,0.0
0 days 01:12:00,3000.0,296.0900939717545,270.92578125,0.0
0 days 01:12:30,3000.0,296.1085806785132,270.92578125,0.0
0 days 01:13:00,3000.0,296.1268303383171,270.92578125,0.0
0 days 01:13:30,3000.0,296.14484692992755,270.92578125,0.0
0 days 01:14:00,3000.0,296.1625776559317,270.92578125,0.0
0 days 01:14:30,3000.0,296.1801000643604,270.92578125,0.0
0 days 01:15:00,3000.0,296.19742953972496,270.92421875,0.0
0 days 01:15:30,3000.0,296.2144838883045,270.92421875,0.0
0 days 01:16:00,3000.0,296.23137113889084,270.92421875,0.0
0 days 01:16:30,3000.0,296.2480701223388,270.92421875,0.0
0 days 01:17:00,3000.0,296.2645719074153,270.92421875,0.0
0 days 01:17:30,3000.0,296.28087585448134,270.92421875,0.0
0 days 01:18:00,3000.0,296.2969840015636,270.92421875,0.0
0 days 01:18:30,3000.0,296.31289939965416,270.92421875,0.0
0 days 01:19:00,3000.0,296.328625434401,270.92421875,0.0
0 days 01:19:30,3000.0,296.3441655762586,270.92421875,0.0
0 days 01:20:00,3000.0,296.3595228175004,270.92265625,0.0
0 days 01:20:30,444.66666666666697,296.31818977013603,270.92265625,0.0
0 days 01:21:00,444.66666666666697,296.2775543949952,270.92265625,0.0
0 days 01:21:30,444.66666666666697,296.23758059375433,270.92265625,0.0
0 days 01:22:00,444.66666666666697,296.1983035051322,270.92265625,0.0
0 days 01:22:30,444.66666666666697,296.15972081080764,270.92265625,0.0
0 days 01:23:00,444.66666666666697,296.12181831993195,270.92265625,0.0
0 days 01:23:30,444.66666666666697,296.0845784748994,270.92265625,0.0
0 days 01:24:00,444.66666666666697,296.04798313560184,270.92265625,0.0
0 days 01:24:30,444.66666666666697,296.01201445972754,270.92265625,0.0
0 days 01:25:00,444.66666666666697,295.9766553539712,270.91914062499995,0.0
0 days 01:25:30,38.0,295.9330273684758,270.91914062499995,0.0
0 days 01:26:00,38.0,295.89000500507467,270.91914062499995,0.0
0 days 01:26:30,38.0,295.84764425543267,270.91914062499995,0.0
0 days 01:27:00,38.0,295.80595130766073,270.91914062499995,0.0
0 days 01:27:30,38.0,295.7649159997425,270.91914062499995,0.0
0 days 01:28:00,38.0,295.72452315171716,270.91914062499995,0.0
0 days 01:28:30,38.0,295.68475633335277,270.91914062499995,0.0
0 days 01:29:00,38.0,295.6455991027077,270.91914062499995,0.0
0 days 01:29:30,38.0,295.6070353995153,270.91914062499995,0.0
0 days 01:30:00,38.0,295.56905301960114,270.915625,0.0
0 days 01:30:30,42.00000000000001,295.53185466439834,270.915625,0.0
0 days 01:31:00,42.00000000000001,295.4951103943871,270.915625,0.0
0 days 01:31:30,42.00000000000001,295.45886794217677,270.915625,0.0
0 days 01:32:00,42.00000000000001,295.4231345758435,270.915625,0.0
0 days 01:32:30,42.00000000000001,295.3879041736491,270.915625,0.0
0 days 01:33:00,42.00000000000001,295.35316640449645,270.915625,0.0
0 days 01:33:30,42.00000000000001,295.31890979315097,270.915625,0.0
0 days 01:34:00,42.00000000000001,295.2851227378994,270.915625,0.0
0 days 01:34:30,42.00000000000001,295.2517938416397,270.915625,0.0
0 days 01:35:00,42.00000000000001,295.21891429330503,270.90742187499995,0.0
0 days 01:35:30,40.0,295.186526076238,270.90742187499995,0.0
0 days 01:36:00,40.0,295.1544637924375,270.90742187499995,0.0
0 days 01:36:30,40.0,295.1228055988097,270.90742187499995,0.0
0 days 01:37:00,40.0,295.09155924573275,270.90742187499995,0.0
0 days 01:37:30,40.0,295.06071414327215,270.90742187499995,0.0
0 days 01:38:00,40.0,295.0302584350681,270.90742187499995,0.0
0 days 01:38:30,40.0,295.00018190544245,270.90742187499995,0.0
0 days 01:39:00,40.0,294.97047550980346,270.90742187499995,0.0
0 days 01:39:30,40.0,294.9411307792302,270.90742187499995,0.0
0 days 01:40:00,40.0,294.9121407150581,270.89921875,0.0
0 days 01:40:30,3000.0,294.9491367820624,270.89921875,0.0
0 days 01:41:00,3000.0,294.9856477208234,270.89921875,0.0
0 days 01:41:30,3000.0,295.0216194464696,270.89921875,0.0
0 days 01:42:00,3000.0,295.0570404262397,270.89921875,0.0
0 days 01:42:30,3000.0,295.0919131766366,270.89921875,0.0
0 days 01:43:00,3000.0,295.12624476110227,270.89921875,0.0
0 days 01:43:30,3000.0,295.16004364011053,270.89921875,0.0
0 days 01:44:00,3000.0,295.19331864694834,270.89921875,0.0
0 days 01:44:30,3000.0,295.22607866390024,270.89921875,0.0
0 days 01:45:00,3000.0,295.25833067228353,270.88828125,0.0
0 days 01:45:30,3000.0,295.28996968014116,270.88828125,0.0
0 days 01:46:00,3000.0,295.3212338320005,270.88828125,0.0
0 days 01:46:30,3000.0,295.35203294411116,270.88828125,0.0
0 days 01:47:00,3000.0,295.3823556858657,270.88828125,0.0
0 days 01:47:30,3000.0,295.41221108068163,270.88828125,0.0
0 days 01:48:00,3000.0,295.44160993129225,270.88828125,0.0
0 days 01:48:30,3000.0,295.4705616658018,270.88828125,0.0
0 days 01:49:00,3000.0,295.49907474589014,270.88828125,0.0
0 days 01:49:30,3000.0,295.5271572225532,270.88828125,0.0
0 days 01:50:00,3000.0,295.55481582031047,270.87734375,0.0
0 days 01:50:30,3000.0,295.5819501031783,270.87734375,0.0
0 days 01:51:00,3000.0,295.6087689385266,270.87734375,0.0
0 days 01:51:30,3000.0,295.6352074708999,270.87734375,0.0
0 days 01:52:00,3000.0,295.66125661005896,270.87734375,0.0
0 days 01:52:30,3000.0,295.6869208633511,270.87734375,0.0
0 days 01:53:00,3000.0,295.7122072219451,270.87734375,0.0
0 days 01:53:30,3000.0,295.73712287061824,270.87734375,0.0
0 days 01:54:00,3000.0,295.76167485853864,270.87734375,0.0
0 days 01:54:30,3000.0,295.7858700934057,270.87734375,0.0
0 days 01:55:00,3000.0,295.80971431104155,270.863671875,0.0
0 days 01:55:30,3000.0,295.83311271228257,270.863671875,0.0
0 days 01:56:00,3000.0,295.8562481340447,270.863671875,0.0
0 days 01:56:30,3000.0,295.87907607838264,270.863671875,0.0
0 days 01:57:00,3000.0,295.90158723907143,270.863671875,0.0
0 days 01:57:30,3000.0,295.92378287331087,270.863671875,0.0
0 days 01:58:00,3000.0,295.9456675098005,270.863671875,0.0
0 days 01:58:30,3000.0,295.967246645895,270.863671875,0.0
0 days 01:59:00,3000.0,295.988526014527,270.863671875,0.0
0 days 01:59:30,3000.0,296.0095113510786,270.863671875,0.0
0 days 02:00:00,3000.0,296.03020746205607,270.85,0.0
0 days 02:00:30,3000.0,296.0505261557103,270.85,0.0
0 days 02:01:00,3000.0,296.070626811852,270.85,0.0
0 days 02:01:30,3000.0,296.09048079094754,270.85,0.0
0 days 02:02:00,3000.0,296.11007716518884,270.85,0.0
0 days 02:02:30,3000.0,296.12941540843406,270.85,0.0
0 days 02:03:00,3000.0,296.14849844509024,270.85,0.0
0 days 02:03:30,3000.0,296.1673304600219,270.85,0.0
0 days 02:04:00,3000.0,296.1859160449587,270.85,0.0
0 days 02:04:30,3000.0,296.20425988488387,270.85,0.0
0 days 02:05:00,3000.0,296.222365998925,270.83333333333337,0.0
0 days 02:05:30,3000.0,296.2401533962734,270.83333333333337,0.0
0 days 02:06:00,3000.0,296.25776071116934,270.83333333333337,0.0
0 days 02:06:30,3000.0,296.275171025056,270.83333333333337,0.0
0 days 02:07:00,3000.0,296.29237132903035,270.83333333333337,0.0
0 days 02:07:30,3000.0,296.3093606238076,270.83333333333337,0.0
0 days 02:08:00,3000.0,296.32614063119536,270.83333333333337,0.0
0 days 02:08:30,3000.0,296.3427145239898,270.83333333333337,0.0
0 days 02:09:00,3000.0,296.35908592989546,270.83333333333337,0.0
0 days 02:09:30,3000.0,296.37525862776926,270.83333333333337,0.0
0 days 02:10:00,3000.0,296.39123597091793,270.81666666666666,0.0
0 days 02:10:30,3000.0,296.40694431010655,270.81666666666666,0.0
0 days 02:11:00,3000.0,296.42250424712853,270.81666666666666,0.0
0 days 02:11:30,3000.0,296.43790703608454,270.81666666666666,0.0
0 days 02:12:00,3000.0,296.45313784034676,270.81666666666666,0.0
0 days 02:12:30,3000.0,296.4681960834572,270.81666666666666,0.0
0 days 02:13:00,3000.0,296.483082423111,270.81666666666666,0.0
0 days 02:13:30,3000.0,296.4977993307082,270.81666666666666,0.0
0 days 02:14:00,3000.0,296.5123496273708,270.81666666666666,0.0
0 days 02:14:30,3000.0,296.5267363491123,270.81666666666666,0.0
0 days 02:15:00,3000.0,296.54096229288467,270.8,0.0
0 days 02:15:30,3000.0,296.55496100786706,270.8,0.0
0 days 02:16:00,3000.0,296.56883756388004,270.8,0.0
0 days 02:16:30,3000.0,296.58258853313293,270.8,0.0
0 days 02:17:00,3000.0,296.59619790815236,270.8,0.0
0 days 02:17:30,3000.0,296.60966596168794,270.8,0.0
0 days 02:18:00,3000.0,296.62299235342925,270.8,0.0
0 days 02:18:30,3000.0,296.6361791458413,270.8,0.0
0 days 02:19:00,3000.0,296.64922846279376,270.8,0.0
0 days 02:19:30,3000.0,296.6621427601365,270.8,0.0
0 days 02:20:00,3000.0,296.6749243614514,270.78333333333336,0.0
0 days 02:20:30,3000.0,296.68751436044033,270.78333333333336,0.0
0 days 02:21:00,3000.0,296.70001847321214,270.78333333333336,0.0
0 days 02:21:30,3000.0,296.7124113321353,270.78333333333336,0.0
0 days 02:22:00,3000.0,296.7246859290713,270.78333333333336,0.0
0 days 02:22:30,3000.0,296.7368414179471,270.78333333333336,0.0
0 days 02:23:00,3000.0,296.7488789892712,270.78333333333336,0.0
0 days 02:23:30,3000.0,296.76080048633594,270.78333333333336,0.0
0 days 02:24:00,3000.0,296.7726079414541,270.78333333333336,0.0
0 days 02:24:30,3000.0,296.78430342094015,270.78333333333336,0.0
0 days 02:25:00,3000.0,296.7958889412989,270.76666666666665,0.0
0 days 02:25:30,3000.0,296.8073135564825,270.76666666666665,0.0
0 days 02:26:00,3000.0,296.81863418826094,270.76666666666665,0.0
0 days 02:26:30,3000.0,296.8298527113595,270.76666666666665,0.0
0 days 02:27:00,3000.0,296.84097096094115,270.76666666666665,0.0
0 days 02:27:30,3000.0,296.85199073458386,270.76666666666665,0.0
0 days 02:28:00,3000.0,296.8629137930637,270.76666666666665,0.0
0 days 02:28:30,3000.0,296.8737418611224,270.76666666666665,0.0
0 days 02:29:00,3000.0,296.88447662822205,270.76666666666665,0.0
0 days 02:29:30,3000.0,296.8951197492839,270.76666666666665,0.0
0 days 02:30:00,3000.0,296.90570256203625,270.75,0.0
0 days 02:30:30,3000.0,296.91616669376026,270.75,0.0
0 days 02:31:00,3000.0,296.9265439545124,270.75,0.0
0 days 02:31:30,3000.0,296.93683586869537,270.75,0.0
0 days 02:32:00,3000.0,296.94704392888195,270.75,0.0
0 days 02:32:30,3000.0,296.95716959725553,270.75,0.0
0 days 02:33:00,3000.0,296.9672143062543,270.75,0.0
0 days 02:33:30,3000.0,296.9771794592011,270.75,0.0
0 days 02:34:00,3000.0,296.98706643092146,270.75,0.0
0 days 02:34:30,3000.0,296.99687656834783,270.75,0.0
0 days 02:35:00,3000.0,297.0066361311056,270.73333333333335,0.0
0 days 02:35:30,3000.0,297.0162961028377,270.73333333333335,0.0
0 days 02:36:00,3000.0,297.02588312797064,270.73333333333335,0.0
0 days 02:36:30,3000.0,297.0353984479908,270.73333333333335,0.0
0 days 02:37:00,3000.0,297.0448432788118,270.73333333333335,0.0
0 days 02:37:30,3000.0,297.05421881183395,270.73333333333335,0.0
0 days 02:38:00,3000.0,297.0635262144665,270.73333333333335,0.0
0 days 02:38:30,3000.0,297.0727666306385,270.73333333333335,0.0
0 days 02:39:00,3000.0,297.08194118129865,270.73333333333335,0.0
0 days 02:39:30,3000.0,297.0910509649047,270.73333333333335,0.0
0 days 02:40:00,3000.0,297.1001181045253,270.71666666666664,0.0
0 days 02:40:30,542.0,297.0547971185992,270.71666666666664,0.0
0 days 02:41:00,542.0,297.0102670557822,270.71666666666664,0.0
0 days 02:41:30,542.0,296.9664966871998,270.71666666666664,0.0
0 days 02:42:00,542.0,296.92352083319355,270.71666666666664,0.0
0 days 02:42:30,542.0,296.88133503254295,270.71666666666664,0.0
0 days 02:43:00,542.0,296.83992242404344,270.71666666666664,0.0
0 days 02:43:30,542.0,296.79926268008643,270.71666666666664,0.0
0 days 02:44:00,542.0,296.75933492974076,270.71666666666664,0.0
0 days 02:44:30,542.0,296.7201186816205,270.71666666666664,0.0
0 days 02:45:00,542.0,296.68159488331236,270.7,0.0
0 days 02:45:30,42.66666666666671,296.63286534010876,270.7,0.0
0 days 02:46:00,42.66666666666671,296.58489029397094,270.7,0.0
0 days 02:46:30,42.66666666666671,296.5376371150874,270.7,0.0
0 days 02:47:00,42.66666666666671,296.4911430767532,270.7,0.0
0 days 02:47:30,42.66666666666671,296.44540624920165,270.7,0.0
0 days 02:48:00,42.66666666666671,296.40041209369383,270.7,0.0
0 days 02:48:30,42.66666666666671,296.356142358621,270.7,0.0
0 days 02:49:00,42.66666666666671,296.3125780351824,270.7,0.0
0 days 02:49:30,42.66666666666671,296.26970032231264,270.7,0.0
0 days 02:50:00,42.66666666666671,296.2274913930742,270.68333333333334,0.0
0 days 02:50:30,48.00000000000001,296.1862013387278,270.68333333333334,0.0
0 days 02:51:00,48.00000000000001,296.14543997950676,270.68333333333334,0.0
0 days 02:51:30,48.00000000000001,296.1052592356915,270.68333333333334,0.0
0 days 02:52:00,48.00000000000001,296.0656662598724,270.68333333333334,0.0
0 days 02:52:30,48.00000000000001,296.02665340354065,270.68333333333334,0.0
0 days 02:53:00,48.00000000000001,295.98820838850475,270.68333333333334,0.0
0 days 02:53:30,48.00000000000001,295.9503177021297,270.68333333333334,0.0
0 days 02:54:00,48.00000000000001,295.9129677236953,270.68333333333334,0.0
0 days 02:54:30,48.00000000000001,295.876145089934,270.68333333333334,0.0
0 days 02:55:00,48.00000000000001,295.8398395660423,270.66666666666663,0.0
0 days 02:55:30,47.3333333333333,295.80414256247496,270.66666666666663,0.0
0 days 02:56:00,47.3333333333333,295.7688502908464,270.66666666666663,0.0
0 days 02:56:30,47.3333333333333,295.73400740332,270.66666666666663,0.0
0 days 02:57:00,47.3333333333333,295.69962147625506,270.66666666666663,0.0
0 days 02:57:30,47.3333333333333,295.66568777932196,270.66666666666663,0.0
0 days 02:58:00,47.3333333333333,295.6321976805483,270.66666666666663,0.0
0 days 02:58:30,47.3333333333333,295.5991414536607,270.66666666666663,0.0
0 days 02:59:00,47.3333333333333,295.5665092115215,270.66666666666663,0.0
0 days 02:59:30,47.3333333333333,295.5342912113999,270.66666666666663,0.0
0 days 03:00:00,47.3333333333333,295.50247986236167,270.65,0.0
0 days 03:00:30,3000.0,295.5365534067811,270.65,0.0
0 days 03:01:00,3000.0,295.5701605305542,270.65,0.0
0 days 03:01:30,3000.0,295.603250680721,270.65,0.0
0 days 03:02:00,3000.0,295.6358139544668,270.65,0.0
0 days 03:02:30,3000.0,295.6678538159439,270.65,0.0
0 days 03:03:00,3000.0,295.6993779916739,270.65,0.0
0 days 03:03:30,3000.0,295.7303954617124,270.65,0.0
0 days 03:04:00,3000.0,295.76091548807,270.65,0.0
0 days 03:04:30,3000.0,295.79094731280406,270.65,0.0
0 days 03:05:00,3000.0,295.8204981547197,270.6333333333333,0.0
0 days 03:05:30,3000.0,295.8494696491586,270.6333333333333,0.0
0 days 03:06:00,3000.0,295.878087493471,270.6333333333333,0.0
0 days 03:06:30,3000.0,295.90626726212935,270.6333333333333,0.0
0 days 03:07:00,3000.0,295.9339988544661,270.6333333333333,0.0
0 days 03:07:30,3000.0,295.961291296258,270.6333333333333,0.0
0 days 03:08:00,3000.0,295.9881552629188,270.6333333333333,0.0
0 days 03:08:30,3000.0,296.01460011564745,270.6333333333333,0.0
0 days 03:09:00,3000.0,296.0406342804233,270.6333333333333,0.0
0 days 03:09:30,3000.0,296.0662657667671,270.6333333333333,0.0
0 days 03:10:00,3000.0,296.0915012487902,270.6166666666667,0.0
0 days 03:10:30,3000.0,296.11624639800044,270.6166666666667,0.0
0 days 03:11:00,3000.0,296.140697342758,270.6166666666667,0.0
0 days 03:11:30,3000.0,296.1647949325803,270.6166666666667,0.0
0 days 03:12:00,3000.0,296.1885309162791,270.6166666666667,0.0
0 days 03:12:30,3000.0,296.21190951726186,270.6166666666667,0.0
0 days 03:13:00,3000.0,296.2349373860276,270.6166666666667,0.0
0 days 03:13:30,3000.0,296.25762144222216,270.6166666666667,0.0
0 days 03:14:00,3000.0,296.27996850795626,270.6166666666667,0.0
0 days 03:14:30,3000.0,296.3019852708522,270.6166666666667,0.0
0 days 03:15:00,3000.0,296.32367727738256,270.6,0.0
0 days 03:15:30,3000.0,296.3449554078995,270.6,0.0
0 days 03:16:00,3000.0,296.3659904028827,270.6,0.0
0 days 03:16:30,3000.0,296.386742890133,270.6,0.0
0 days 03:17:00,3000.0,296.407203976703,270.6,0.0
0 days 03:17:30,3000.0,296.42737465904776,270.6,0.0
0 days 03:18:00,3000.0,296.447259135621,270.6,0.0
0 days 03:18:30,3000.0,296.4668625916869,270.6,0.0
0 days 03:19:00,3000.0,296.4861904655603,270.6,0.0
0 days 03:19:30,3000.0,296.5052482062474,270.6,0.0
0 days 03:20:00,3000.0,296.52404038947026,270.58333333333337,0.0
0 days 03:20:30,3000.0,296.54248400231813,270.58333333333337,0.0
0 days 03:21:00,3000.0,296.5607274407758,270.58333333333337,0.0
0 days 03:21:30,3000.0,296.57874647056065,270.58333333333337,0.0
0 days 03:22:00,3000.0,296.5965301767952,270.58333333333337,0.0
0 days 03:22:30,3000.0,296.61407794989725,270.58333333333337,0.0
0 days 03:23:00,3000.0,296.6313924068905,270.58333333333337,0.0
0 days 03:23:30,3000.0,296.64847741670144,270.58333333333337,0.0
0 days 03:24:00,3000.0,296.66533725776435,270.58333333333337,0.0
0 days 03:24:30,3000.0,296.68197630865086,270.58333333333337,0.0
0 days 03:25:00,3000.0,296.698398351313,270.5666666666667,0.0
0 days 03:25:30,3000.0,296.71452674489905,270.5666666666667,0.0
0 days 03:26:00,3000.0,296.7304907479058,270.5666666666667,0.0
0 days 03:26:30,3000.0,296.7462772639815,270.5666666666667,0.0
0 days 03:27:00,3000.0,296.76187285187893,270.5666666666667,0.0
0 days 03:27:30,3000.0,296.7772766977255,270.5666666666667,0.0
0 days 03:28:00,3000.0,296.79249017254904,270.5666666666667,0.0
0 days 03:28:30,3000.0,296.8075161791625,270.5666666666667,0.0
0 days 03:29:00,3000.0,296.82235804513584,270.5666666666667,0.0
0 days 03:29:30,3000.0,296.83701926361584,270.5666666666667,0.0
0 days 03:30:00,3000.0,296.8515029767124,270.55,0.0
0 days 03:30:30,3000.0,296.86573886730815,270.55,0.0
0 days 03:31:00,3000.0,296.8798400549868,270.55,0.0
0 days 03:31:30,3000.0,296.89380111268594,270.55,0.0
0 days 03:32:00,3000.0,296.9076063022032,270.55,0.0
