,phi_h,Ti,Ta,phi_s
2 days 14:19:30,3000.0,298.2328507714956,267.521875,29.947916666666664
2 days 14:20:00,3000.0,298.23708391871116,267.578125,29.044270833333332
2 days 14:20:30,3000.0,298.24131674654905,267.578125,29.044270833333332
2 days 14:21:00,3000.0,298.24554933362987,267.578125,29.044270833333332
2 days 14:21:30,3000.0,298.2497816620852,267.578125,29.044270833333332
2 days 14:22:00,3000.0,298.2540137131892,267.578125,29.044270833333332
2 days 14:22:30,3000.0,298.2582454673345,267.578125,29.044270833333332
2 days 14:23:00,3000.0,298.2624769040068,267.578125,29.044270833333332
2 days 14:23:30,3000.0,298.26670800175793,267.578125,29.044270833333332
2 days 14:24:00,3000.0,298.2709387381793,267.578125,29.044270833333332
2 days 14:24:30,3000.0,298.2751690898755,267.578125,29.044270833333332
2 days 14:25:00,3000.0,298.27939917098604,267.6328125,28.022135416666664
2 days 14:25:30,3000.0,298.28362868463944,267.6328125,28.022135416666664
2 days 14:26:00,3000.0,298.28785773741646,267.6328125,28.022135416666664
2 days 14:26:30,3000.0,298.29208630170734,267.6328125,28.022135416666664
2 days 14:27:00,3000.0,298.29631434877996,267.6328125,28.022135416666664
2 days 14:27:30,3000.0,298.3005418487565,267.6328125,28.022135416666664
2 days 14:28:00,3000.0,298.3047687705899,267.6328125,28.022135416666664
2 days 14:28:30,3000.0,298.30899508203913,267.6328125,28.022135416666664
2 days 14:29:00,3000.0,298.3132207496449,267.6328125,28.022135416666664
2 days 14:29:30,3000.0,298.31744573870475,267.6328125,28.022135416666664
2 days 14:30:00,3000.0,298.32167025585653,267.6875,27.0
2 days 14:30:30,3000.0,298.32589378792125,267.6875,27.0
2 days 14:31:00,3000.0,298.3301167989731,267.6875,27.0
2 days 14:31:30,3000.0,298.3343390946051,267.6875,27.0
2 days 14:32:00,3000.0,298.3385605861702,267.6875,27.0
2 days 14:32:30,3000.0,298.3427812197193,267.6875,27.0
2 days 14:33:00,3000.0,298.34700095255215,267.6875,27.0
2 days 14:33:30,3000.0,298.3512197454547,267.6875,27.0
2 days 14:34:00,3000.0,298.3554375601068,267.6875,27.0
2 days 14:34:30,3000.0,298.35965435819645,267.6875,27.0
2 days 14:35:00,3000.0,298.3638701011229,267.7359375,25.794253700666665
2 days 14:35:30,3000.0,298.36808419167033,267.7359375,25.794253700666665
2 days 14:36:00,3000.0,298.3722971148779,267.7359375,25.794253700666665
2 days 14:36:30,3000.0,298.3765088302066,267.7359375,25.794253700666665
2 days 14:37:00,3000.0,298.380719296506,267.7359375,25.794253700666665
2 days 14:37:30,3000.0,298.3849284719818,267.7359375,25.794253700666665
2 days 14:38:00,3000.0,298.38913631416324,267.7359375,25.794253700666665
2 days 14:38:30,3000.0,298.39334277986995,267.7359375,25.794253700666665
2 days 14:39:00,3000.0,298.39754782517986,267.7359375,25.794253700666665
2 days 14:39:30,3000.0,298.4017514053962,267.7359375,25.794253700666665
2 days 14:40:00,3000.0,298.40595398473926,267.784375,24.58850740133333
2 days 14:40:30,518.0,298.3552457760523,267.784375,24.58850740133333
2 days 14:41:00,518.0,298.3054016233086,267.784375,24.58850740133333
2 days 14:41:30,518.0,298.256404947062,267.784375,24.58850740133333
2 days 14:42:00,518.0,298.20828510628155,267.784375,24.58850740133333
2 days 14:42:30,518.0,298.1610342987216,267.784375,24.58850740133333
2 days 14:43:00,518.0,298.114633100663,267.784375,24.58850740133333
2 days 14:43:30,518.0,298.06905893888916,267.784375,24.58850740133333
2 days 14:44:00,518.0,298.0242888543291,267.784375,24.58850740133333
2 days 14:44:30,518.0,297.980300368331,267.784375,24.58850740133333
2 days 14:45:00,518.0,297.9370736550596,267.828125,23.342824835549997
2 days 14:45:30,40.0,297.8841716809395,267.828125,23.342824835549997
2 days 14:46:00,40.0,297.8320740156223,267.828125,23.342824835549997
2 days 14:46:30,40.0,297.78076222963506,267.828125,23.342824835549997
2 days 14:47:00,40.0,297.73026795358646,267.828125,23.342824835549997
2 days 14:47:30,40.0,297.68058638116327,267.828125,23.342824835549997
2 days 14:48:00,40.0,297.6317010622539,267.828125,23.342824835549997
2 days 14:48:30,40.0,297.58359218894867,267.828125,23.342824835549997
2 days 14:49:00,40.0,297.53623934493265,267.828125,23.342824835549997
2 days 14:49:30,40.0,297.48962239997894,267.828125,23.342824835549997
2 days 14:50:00,40.0,297.4437232275731,267.871875,22.097142269766664
2 days 14:50:30,38.6666666666667,297.39866166117974,267.871875,22.097142269766664
2 days 14:51:00,38.6666666666667,297.3542144261911,267.871875,22.097142269766664
2 days 14:51:30,38.6666666666667,297.31035391179114,267.871875,22.097142269766664
2 days 14:52:00,38.6666666666667,297.2671130748707,267.871875,22.097142269766664
2 days 14:52:30,38.6666666666667,297.22449217724585,267.871875,22.097142269766664
2 days 14:53:00,38.6666666666667,297.1824808619942,267.871875,22.097142269766664
2 days 14:53:30,38.6666666666667,297.1410655497067,267.871875,22.097142269766664
2 days 14:54:00,38.6666666666667,297.10023190691453,267.871875,22.097142269766664
2 days 14:54:30,38.6666666666667,297.0599656610461,267.871875,22.097142269766664
2 days 14:55:00,38.6666666666667,297.02025308800603,267.9109375,20.81152343753333
2 days 14:55:30,41.3333333333333,296.9812651220984,267.9109375,20.81152343753333
2 days 14:56:00,41.3333333333333,296.942717206167,267.9109375,20.81152343753333
2 days 14:56:30,41.3333333333333,296.9046535554396,267.9109375,20.81152343753333
2 days 14:57:00,41.3333333333333,296.8670811142198,267.9109375,20.81152343753333
2 days 14:57:30,41.3333333333333,296.8299943947347,267.9109375,20.81152343753333
2 days 14:58:00,41.3333333333333,296.793383979486,267.9109375,20.81152343753333
2 days 14:58:30,41.3333333333333,296.75723936056215,267.9109375,20.81152343753333
2 days 14:59:00,41.3333333333333,296.72154988327156,267.9109375,20.81152343753333
2 days 14:59:30,41.3333333333333,296.6863050543228,267.9109375,20.81152343753333
2 days 15:00:00,41.3333333333333,296.6514968002902,267.95,19.5259046053
2 days 15:00:30,40.0,296.6171873115316,267.95,19.5259046053
2 days 15:01:00,40.0,296.58322070560536,267.95,19.5259046053
2 days 15:01:30,40.0,296.5496356085775,267.95,19.5259046053
2 days 15:02:00,40.0,296.5164391564744,267.95,19.5259046053
2 days 15:02:30,40.0,296.483627948177,267.95,19.5259046053
2 days 15:03:00,40.0,296.4511952191184,267.95,19.5259046053
2 days 15:03:30,40.0,296.41913323768307,267.95,19.5259046053
2 days 15:04:00,40.0,296.3874341027222,267.95,19.5259046053
2 days 15:04:30,40.0,296.35609000527825,267.95,19.5259046053
2 days 15:05:00,40.0,296.3250948327151,267.98333333333335,18.23596833883333
2 days 15:05:30,40.0,296.2945236390459,267.98333333333335,18.23596833883333
2 days 15:06:00,40.0,296.2642087001007,267.98333333333335,18.23596833883333
2 days 15:06:30,40.0,296.2342068605885,267.98333333333335,18.23596833883333
2 days 15:07:00,40.0,296.20452458096185,267.98333333333335,18.23596833883333
2 days 15:07:30,40.0,296.17515592717984,267.98333333333335,18.23596833883333
2 days 15:08:00,40.0,296.1460936006582,267.98333333333335,18.23596833883333
2 days 15:08:30,40.0,296.11733086949016,267.98333333333335,18.23596833883333
2 days 15:09:00,40.0,296.088861513714,267.98333333333335,18.23596833883333
2 days 15:09:30,40.0,296.0606796123441,267.98333333333335,18.23596833883333
2 days 15:10:00,40.0,296.03278008346314,268.01666666666665,16.946032072366666
2 days 15:10:30,42.00000000000001,296.0052785507056,268.01666666666665,16.946032072366666
2 days 15:11:00,42.00000000000001,295.9779872346394,268.01666666666665,16.946032072366666
2 days 15:11:30,42.00000000000001,295.95094549088475,268.01666666666665,16.946032072366666
2 days 15:12:00,42.00000000000001,295.9241595231851,268.01666666666665,16.946032072366666
2 days 15:12:30,42.00000000000001,295.8976270175131,268.01666666666665,16.946032072366666
2 days 15:13:00,42.00000000000001,295.87134359022406,268.01666666666665,16.946032072366666
2 days 15:13:30,42.00000000000001,295.8453044037817,268.01666666666665,16.946032072366666
2 days 15:14:00,42.00000000000001,295.8195045627669,268.01666666666665,16.946032072366666
2 days 15:14:30,42.00000000000001,295.7939392092474,268.01666666666665,16.946032072366666
2 days 15:15:00,42.00000000000001,295.76860428616686,268.04999999999995,15.69171463815
2 days 15:15:30,38.6666666666667,295.7434903765526,268.04999999999995,15.69171463815
2 days 15:16:00,38.6666666666667,295.71854982958826,268.04999999999995,15.69171463815
2 days 15:16:30,38.6666666666667,295.6938093531167,268.04999999999995,15.69171463815
2 days 15:17:00,38.6666666666667,295.6692753705199,268.04999999999995,15.69171463815
2 days 15:17:30,38.6666666666667,295.64494715234656,268.04999999999995,15.69171463815
2 days 15:18:00,38.6666666666667,295.62082159691874,268.04999999999995,15.69171463815
2 days 15:18:30,38.6666666666667,295.59689485751915,268.04999999999995,15.69171463815
2 days 15:19:00,38.6666666666667,295.573162899248,268.04999999999995,15.69171463815
2 days 15:19:30,38.6666666666667,295.54962169182465,268.04999999999995,15.69171463815
2 days 15:20:00,38.6666666666667,295.5262677995109,268.0833333333333,14.437397203933333
2 days 15:20:30,44.6666666666667,295.5032928342739,268.0833333333333,14.437397203933333
2 days 15:21:00,44.6666666666667,295.48045788164245,268.0833333333333,14.437397203933333
2 days 15:21:30,44.6666666666667,295.4577798194148,268.0833333333333,14.437397203933333
2 days 15:22:00,44.6666666666667,295.4352661727221,268.0833333333333,14.437397203933333
2 days 15:22:30,44.6666666666667,295.4129173955856,268.0833333333333,14.437397203933333
2 days 15:23:00,44.6666666666667,295.3907317284669,268.0833333333333,14.437397203933333
2 days 15:23:30,44.6666666666667,295.3687065709882,268.0833333333333,14.437397203933333
2 days 15:24:00,44.6666666666667,295.34683905573405,268.0833333333333,14.437397203933333
2 days 15:24:30,44.6666666666667,295.3251262586466,268.0833333333333,14.437397203933333
2 days 15:25:00,44.6666666666667,295.3035656623226,268.1166666666667,13.218698601966667
2 days 15:25:30,37.3333333333333,295.28204950006517,268.1166666666667,13.218698601966667
2 days 15:26:00,37.3333333333333,295.26065083904626,268.1166666666667,13.218698601966667
2 days 15:26:30,37.3333333333333,295.23937842255077,268.1166666666667,13.218698601966667
2 days 15:27:00,37.3333333333333,295.21824230043745,268.1166666666667,13.218698601966667
2 days 15:27:30,37.3333333333333,295.1972431601112,268.1166666666667,13.218698601966667
2 days 15:28:00,37.3333333333333,295.1763802425969,268.1166666666667,13.218698601966667
2 days 15:28:30,37.3333333333333,295.15565165534633,268.1166666666667,13.218698601966667
2 days 15:29:00,37.3333333333333,295.13505520871746,268.1166666666667,13.218698601966667
2 days 15:29:30,37.3333333333333,295.1145885882407,268.1166666666667,13.218698601966667
2 days 15:30:00,37.3333333333333,295.0942497002622,268.15,12.0
2 days 15:30:30,38.6666666666667,295.07412018977203,268.15,12.0
2 days 15:31:00,38.6666666666667,295.0540881074347,268.15,12.0
2 days 15:31:30,38.6666666666667,295.0341565647266,268.15,12.0
2 days 15:32:00,38.6666666666667,295.0143376597087,268.15,12.0
2 days 15:32:30,38.6666666666667,294.99463136648995,268.15,12.0
2 days 15:33:00,38.6666666666667,294.97503784352216,268.15,12.0
2 days 15:33:30,38.6666666666667,294.9555555216403,268.15,12.0
2 days 15:34:00,38.6666666666667,294.9361827212138,268.15,12.0
2 days 15:34:30,38.6666666666667,294.91691752211847,268.15,12.0
2 days 15:35:00,38.6666666666667,294.89775810288813,268.1833333333333,10.723684210526667
2 days 15:35:30,40.0,294.878782366404,268.1833333333333,10.723684210526667
2 days 15:36:00,40.0,294.85987433765376,268.1833333333333,10.723684210526667
2 days 15:36:30,40.0,294.8410544984357,268.1833333333333,10.723684210526667
2 days 15:37:00,40.0,294.8223284907596,268.1833333333333,10.723684210526667
2 days 15:37:30,40.0,294.8036969386468,268.1833333333333,10.723684210526667
2 days 15:38:00,40.0,294.78515879005533,268.1833333333333,10.723684210526667
2 days 15:38:30,40.0,294.7667124293437,268.1833333333333,10.723684210526667
2 days 15:39:00,40.0,294.7483560421685,268.1833333333333,10.723684210526667
2 days 15:39:30,40.0,294.7300877272754,268.1833333333333,10.723684210526667
2 days 15:40:00,40.0,294.71190553286874,268.21666666666664,9.447368421053334
2 days 15:40:30,37.3333333333333,294.6937898466682,268.21666666666664,9.447368421053334
2 days 15:41:00,37.3333333333333,294.67575509987074,268.21666666666664,9.447368421053334
2 days 15:41:30,37.3333333333333,294.65779861578255,268.21666666666664,9.447368421053334
2 days 15:42:00,37.3333333333333,294.63991809607984,268.21666666666664,9.447368421053334
2 days 15:42:30,37.3333333333333,294.6221190263887,268.21666666666664,9.447368421053334
2 days 15:43:00,37.3333333333333,294.60440360303204,268.21666666666664,9.447368421053334
2 days 15:43:30,37.3333333333333,294.58677283178883,268.21666666666664,9.447368421053334
2 days 15:44:00,37.3333333333333,294.5692271843579,268.21666666666664,9.447368421053334
2 days 15:44:30,37.3333333333333,294.5517668111613,268.21666666666664,9.447368421053334
2 days 15:45:00,37.3333333333333,294.5343633545765,268.25,8.157894736843334
2 days 15:45:30,40.0,294.5171324658246,268.25,8.157894736843334
2 days 15:46:00,40.0,294.49995776859265,268.25,8.157894736843334
2 days 15:46:30,40.0,294.48285773605994,268.25,8.157894736843334
2 days 15:47:00,40.0,294.46583818905947,268.25,8.157894736843334
2 days 15:47:30,40.0,294.44890066758927,268.25,8.157894736843334
2 days 15:48:00,40.0,294.4320452259608,268.25,8.157894736843334
2 days 15:48:30,40.0,294.4152713786449,268.25,8.157894736843334
2 days 15:49:00,40.0,294.3985784347051,268.25,8.157894736843334
2 days 15:49:30,40.0,294.3819656223346,268.25,8.157894736843334
2 days 15:50:00,40.0,294.365432135681,268.28333333333336,6.868421052633334
2 days 15:50:30,41.3333333333333,294.34904563826876,268.28333333333336,6.868421052633334
2 days 15:51:00,41.3333333333333,294.3327357554157,268.28333333333336,6.868421052633334
2 days 15:51:30,41.3333333333333,294.316501578741,268.28333333333336,6.868421052633334
2 days 15:52:00,41.3333333333333,294.30034209997547,268.28333333333336,6.868421052633334
2 days 15:52:30,41.3333333333333,294.284256188181,268.28333333333336,6.868421052633334
2 days 15:53:00,41.3333333333333,294.26824257592784,268.28333333333336,6.868421052633334
2 days 15:53:30,41.3333333333333,294.2522997944647,268.28333333333336,6.868421052633334
2 days 15:54:00,41.3333333333333,294.2364260207885,268.28333333333336,6.868421052633334
2 days 15:54:30,41.3333333333333,294.2206184595878,268.28333333333336,6.868421052633334
2 days 15:55:00,41.3333333333333,294.2048541026938,268.3166666666667,5.565789473686667
2 days 15:55:30,44.6666666666667,294.18925305193636,268.3166666666667,5.565789473686667
2 days 15:56:00,44.6666666666667,294.1737203721466,268.3166666666667,5.565789473686667
2 days 15:56:30,44.6666666666667,294.1582569401496,268.3166666666667,5.565789473686667
2 days 15:57:00,44.6666666666667,294.14288066982783,268.3166666666667,5.565789473686667
2 days 15:57:30,44.6666666666667,294.12755733243034,268.3166666666667,5.565789473686667
2 days 15:58:00,44.6666666666667,294.1123046089474,268.3166666666667,5.565789473686667
2 days 15:58:30,44.6666666666667,294.09712270443265,268.3166666666667,5.565789473686667
2 days 15:59:00,44.6666666666667,294.08201174459333,268.3166666666667,5.565789473686667
2 days 15:59:30,44.6666666666667,294.0669717852378,268.3166666666667,5.565789473686667
2 days 16:00:00,44.6666666666667,294.05198520802975,268.35,4.26315789474
2 days 16:00:30,44.6666666666667,294.0370872319343,268.35,4.26315789474
2 days 16:01:00,44.6666666666667,294.02226010920464,268.35,4.26315789474
2 days 16:01:30,44.6666666666667,294.00750369447576,268.35,4.26315789474
2 days 16:02:00,44.6666666666667,293.9928178129062,268.35,4.26315789474
2 days 16:02:30,44.6666666666667,293.97820225828355,268.35,4.26315789474
2 days 16:03:00,44.6666666666667,293.9636567961886,268.35,4.26315789474
2 days 16:03:30,44.6666666666667,293.94918116675296,268.35,4.26315789474
2 days 16:04:00,44.6666666666667,293.93477508708025,268.35,4.26315789474
2 days 16:04:30,44.6666666666667,293.9204382533903,268.35,4.26315789474
2 days 16:05:00,44.6666666666667,293.9061474782752,268.3833333333333,3.2500000000033333
2 days 16:05:30,42.00000000000001,293.8918892687093,268.3833333333333,3.2500000000033333
2 days 16:06:00,42.00000000000001,293.8776771602129,268.3833333333333,3.2500000000033333
2 days 16:06:30,42.00000000000001,293.8635263094445,268.3833333333333,3.2500000000033333
2 days 16:07:00,42.00000000000001,293.84944152541954,268.3833333333333,3.2500000000033333
2 days 16:07:30,42.00000000000001,293.8354241476293,268.3833333333333,3.2500000000033333
2 days 16:08:00,42.00000000000001,293.8214743474501,268.3833333333333,3.2500000000033333
2 days 16:08:30,42.00000000000001,293.80759189872583,268.3833333333333,3.2500000000033333
2 days 16:09:00,42.00000000000001,293.7937764362167,268.3833333333333,3.2500000000033333
2 days 16:09:30,42.00000000000001,293.78002754266333,268.3833333333333,3.2500000000033333
2 days 16:10:00,42.00000000000001,293.7663447787439,268.4166666666667,2.2368421052666667
2 days 16:10:30,44.6666666666667,293.7528192188068,268.4166666666667,2.2368421052666667
2 days 16:11:00,44.6666666666667,293.73935761052115,268.4166666666667,2.2368421052666667
2 days 16:11:30,44.6666666666667,293.72595949628186,268.4166666666667,2.2368421052666667
2 days 16:12:00,44.6666666666667,293.71262441629926,268.4166666666667,2.2368421052666667
2 days 16:12:30,44.6666666666667,293.6993519066898,268.4166666666667,2.2368421052666667
2 days 16:13:00,44.6666666666667,293.68614150004123,268.4166666666667,2.2368421052666667
2 days 16:13:30,44.6666666666667,293.6729927259332,268.4166666666667,2.2368421052666667
2 days 16:14:00,44.6666666666667,293.6599051114183,268.4166666666667,2.2368421052666667
2 days 16:14:30,44.6666666666667,293.6468781814669,268.4166666666667,2.2368421052666667
2 days 16:15:00,44.6666666666667,293.63389149852566,268.45000000000005,1.5263157894766666
2 days 16:15:30,46.0,293.62101421166574,268.45000000000005,1.5263157894766666
2 days 16:16:00,46.0,293.6081958197183,268.45000000000005,1.5263157894766666
2 days 16:16:30,46.0,293.595435846594,268.45000000000005,1.5263157894766666
2 days 16:17:00,46.0,293.58273381760785,268.45000000000005,1.5263157894766666
2 days 16:17:30,46.0,293.5700892580002,268.45000000000005,1.5263157894766666
2 days 16:18:00,46.0,293.55750169324165,268.45000000000005,1.5263157894766666
2 days 16:18:30,46.0,293.5449706493158,268.45000000000005,1.5263157894766666
2 days 16:19:00,46.0,293.53249565298216,268.45000000000005,1.5263157894766666
2 days 16:19:30,46.0,293.5200762320201,268.45000000000005,1.5263157894766666
2 days 16:20:00,46.0,293.5076936475657,268.48333333333335,0.8157894736866667
2 days 16:20:30,43.3333333333333,293.49532513111063,268.48333333333335,0.8157894736866667
2 days 16:21:00,43.3333333333333,293.4830115067729,268.48333333333335,0.8157894736866667
2 days 16:21:30,43.3333333333333,293.4707522958188,268.48333333333335,0.8157894736866667
2 days 16:22:00,43.3333333333333,293.4585470233051,268.48333333333335,0.8157894736866667
2 days 16:22:30,43.3333333333333,293.4463952167988,268.48333333333335,0.8157894736866667
2 days 16:23:00,43.3333333333333,293.4342964064786,268.48333333333335,0.8157894736866667
2 days 16:23:30,43.3333333333333,293.4222501252457,268.48333333333335,0.8157894736866667
2 days 16:24:00,43.3333333333333,293.41025590883834,268.48333333333335,0.8157894736866667
2 days 16:24:30,43.3333333333333,293.3983132959452,268.48333333333335,0.8157894736866667
2 days 16:25:00,43.3333333333333,293.3864048733619,268.51666666666665,0.4078947368433334
2 days 16:25:30,44.6666666666667,293.3745937673607,268.51666666666665,0.4078947368433334
2 days 16:26:00,44.6666666666667,293.3628160293487,268.51666666666665,0.4078947368433334
2 days 16:26:30,44.6666666666667,293.3510825184341,268.51666666666665,0.4078947368433334
2 days 16:27:00,44.6666666666667,293.3393965717937,268.51666666666665,0.4078947368433334
2 days 16:27:30,44.6666666666667,293.3277590123528,268.51666666666665,0.4078947368433334
2 days 16:28:00,44.6666666666667,293.3161698241551,268.51666666666665,0.4078947368433334
2 days 16:28:30,44.6666666666667,293.3046287129415,268.51666666666665,0.4078947368433334
2 days 16:29:00,44.6666666666667,293.2931352937713,268.51666666666665,0.4078947368433334
2 days 16:29:30,44.6666666666667,293.2816891538573,268.51666666666665,0.4078947368433334
2 days 16:30:00,44.6666666666667,293.27028987389986,268.55,1.1102230246251565e-16
2 days 16:30:30,42.66666666666671,293.2589157609325,268.55,1.1102230246251565e-16
2 days 16:31:00,42.66666666666671,293.2475877826005,268.55,1.1102230246251565e-16
2 days 16:31:30,42.66666666666671,293.23630551843723,268.55,1.1102230246251565e-16
2 days 16:32:00,42.66666666666671,293.22506855052814,268.55,1.1102230246251565e-16
2 days 16:32:30,42.66666666666671,293.2138764635837,268.55,1.1102230246251565e-16
2 days 16:33:00,42.66666666666671,293.2027288450147,268.55,1.1102230246251565e-16
2 days 16:33:30,42.66666666666671,293.19162528500567,268.55,1.1102230246251565e-16
2 days 16:34:00,42.66666666666671,293.18056537658583,268.55,1.1102230246251565e-16
2 days 16:34:30,42.66666666666671,293.16954871569646,268.55,1.1102230246251565e-16
2 days 16:35:00,42.66666666666671,293.15856069647634,268.58333333333337,0.0
2 days 16:35:30,45.3333333333333,293.1476884594049,268.58333333333337,0.0
2 days 16:36:00,45.3333333333333,293.13685752389233,268.58333333333337,0.0
2 days 16:36:30,45.3333333333333,293.1260675111565,268.58333333333337,0.0
2 days 16:37:00,45.3333333333333,293.11531804513197,268.58333333333337,0.0
2 days 16:37:30,45.3333333333333,293.1046087525898,268.58333333333337,0.0
2 days 16:38:00,45.3333333333333,293.09393926322826,268.58333333333337,0.0
2 days 16:38:30,45.3333333333333,293.0833092097433,268.58333333333337,0.0
2 days 16:39:00,45.3333333333333,293.07271822788346,268.58333333333337,0.0
2 days 16:39:30,45.3333333333333,293.06216595649437,268.58333333333337,0.0
2 days 16:40:00,45.3333333333333,293.0516393210788,268.6166666666667,0.0
2 days 16:40:30,39.33333333333329,293.0410308177807,268.6166666666667,0.0
2 days 16:41:00,39.33333333333329,293.0304616600109,268.6166666666667,0.0
2 days 16:41:30,39.33333333333329,293.01993146915277,268.6166666666667,0.0
2 days 16:42:00,39.33333333333329,293.0094398708891,268.6166666666667,0.0
2 days 16:42:30,39.33333333333329,292.9989864950325,268.6166666666667,0.0
2 days 16:43:00,39.33333333333329,292.98857097540866,268.6166666666667,0.0
2 days 16:43:30,39.33333333333329,292.97819294977194,268.6166666666667,0.0
2 days 16:44:00,39.33333333333329,292.9678520597442,268.6166666666667,0.0
2 days 16:44:30,39.33333333333329,292.9575479507667,268.6166666666667,0.0
2 days 16:45:00,39.33333333333329,292.9472681942856,268.65,0.0
2 days 16:45:30,40.6666666666667,292.93706620728153,268.65,0.0
2 days 16:46:00,40.6666666666667,292.9268995781516,268.65,0.0
2 days 16:46:30,40.6666666666667,292.91676797414846,268.65,0.0
2 days 16:47:00,40.6666666666667,292.90667106594026,268.65,0.0
2 days 16:47:30,40.6666666666667,292.89660852762404,268.65,0.0
2 days 16:48:00,40.6666666666667,292.886580036727,268.65,0.0
2 days 16:48:30,40.6666666666667,292.8765852741995,268.65,0.0
2 days 16:49:00,40.6666666666667,292.8666239244022,268.65,0.0
2 days 16:49:30,40.6666666666667,292.85669567508916,268.65,0.0
2 days 16:50:00,40.6666666666667,292.84678934378877,268.68333333333334,0.0
2 days 16:50:30,43.99999999999999,292.83700019131726,268.68333333333334,0.0
2 days 16:51:00,43.99999999999999,292.8272422649489,268.68333333333334,0.0
2 days 16:51:30,43.99999999999999,292.8175152832956,268.68333333333334,0.0
2 days 16:52:00,43.99999999999999,292.8078189676158,268.68333333333334,0.0
2 days 16:52:30,43.99999999999999,292.79815304188736,268.68333333333334,0.0
2 days 16:53:00,43.99999999999999,292.7885172328507,268.68333333333334,0.0
2 days 16:53:30,43.99999999999999,292.77891127003056,268.68333333333334,0.0
2 days 16:54:00,43.99999999999999,292.76933488574423,268.68333333333334,0.0
2 days 16:54:30,43.99999999999999,292.75978781510025,268.68333333333334,0.0
2 days 16:55:00,43.99999999999999,292.75026015967353,268.7166666666667,0.0
2 days 16:55:30,43.3333333333333,292.7407562800643,268.7166666666667,0.0
2 days 16:56:00,43.3333333333333,292.7312716162564,268.7166666666667,0.0
2 days 16:56:30,43.3333333333333,292.7218124167095,268.7166666666667,0.0
2 days 16:57:00,43.3333333333333,292.7123805994739,268.7166666666667,0.0
2 days 16:57:30,43.3333333333333,292.70297663629293,268.7166666666667,0.0
2 days 16:58:00,43.3333333333333,292.6936005171109,268.7166666666667,0.0
2 days 16:58:30,43.3333333333333,292.6842520726075,268.7166666666667,0.0
2 days 16:59:00,43.3333333333333,292.6749310820427,268.7166666666667,0.0
2 days 16:59:30,43.3333333333333,292.6656373093044,268.7166666666667,0.0
2 days 17:00:00,43.3333333333333,292.65637051509145,268.75,0.0
2 days 17:00:30,42.00000000000001,292.6471142058554,268.75,0.0
2 days 17:01:00,42.00000000000001,292.6378845097832,268.75,0.0
2 days 17:01:30,42.00000000000001,292.6286811703978,268.75,0.0
2 days 17:02:00,42.00000000000001,292.61950393809053,268.75,0.0
2 days 17:02:30,42.00000000000001,292.61035256977254,268.75,0.0
2 days 17:03:00,42.00000000000001,292.60122682855547,268.75,0.0
2 days 17:03:30,42.00000000000001,292.592126483457,268.75,0.0
2 days 17:04:00,42.00000000000001,292.583051309127,268.75,0.0
2 days 17:04:30,42.00000000000001,292.57400108559216,268.75,0.0
2 days 17:05:00,42.00000000000001,292.5649673852294,268.7752604166667,0.0
2 days 17:05:30,43.3333333333333,292.5559959684726,268.7752604166667,0.0
2 days 17:06:00,43.3333333333333,292.5470484851107,268.7752604166667,0.0
2 days 17:06:30,43.3333333333333,292.538117986214,268.7752604166667,0.0
2 days 17:07:00,43.3333333333333,292.5292104214433,268.7752604166667,0.0
2 days 17:07:30,43.3333333333333,292.52032570041484,268.7752604166667,0.0
2 days 17:08:00,43.3333333333333,292.51146185873813,268.7752604166667,0.0
2 days 17:08:30,43.3333333333333,292.5026203660802,268.7752604166667,0.0
2 days 17:09:00,43.3333333333333,292.4938015964869,268.7752604166667,0.0
2 days 17:09:30,43.3333333333333,292.4850055602898,268.7752604166667,0.0
2 days 17:10:00,43.3333333333333,292.4762321523729,268.80052083333334,0.0
2 days 17:10:30,43.99999999999999,292.4675029492501,268.80052083333334,0.0
2 days 17:11:00,43.99999999999999,292.458791169208,268.80052083333334,0.0
2 days 17:11:30,43.99999999999999,292.4500998433049,268.80052083333334,0.0
2 days 17:12:00,43.99999999999999,292.4414298451701,268.80052083333334,0.0
2 days 17:12:30,43.99999999999999,292.4327813618379,268.80052083333334,0.0
2 days 17:13:00,43.99999999999999,292.42415435925926,268.80052083333334,0.0
2 days 17:13:30,43.99999999999999,292.41554873383734,268.80052083333334,0.0
2 days 17:14:00,43.99999999999999,292.40696436185095,268.80052083333334,0.0
2 days 17:14:30,43.99999999999999,292.3984011155371,268.80052083333334,0.0
2 days 17:15:00,43.99999999999999,292.3898588850406,268.8203125,0.0
2 days 17:15:30,43.3333333333333,292.3813331499655,268.8203125,0.0
2 days 17:16:00,43.3333333333333,292.3728282507269,268.8203125,0.0
2 days 17:16:30,43.3333333333333,292.3643440692734,268.8203125,0.0
2 days 17:17:00,43.3333333333333,292.3558804906947,268.8203125,0.0
2 days 17:17:30,43.3333333333333,292.3474374029374,268.8203125,0.0
2 days 17:18:00,43.3333333333333,292.33901469660725,268.8203125,0.0
2 days 17:18:30,43.3333333333333,292.3306122647773,268.8203125,0.0
2 days 17:19:00,43.3333333333333,292.32223000280106,268.8203125,0.0
2 days 17:19:30,43.3333333333333,292.31386780813165,268.8203125,0.0
2 days 17:20:00,43.3333333333333,292.3055189360228,268.84010416666666,0.0
2 days 17:20:30,45.3333333333333,292.29724082222367,268.84010416666666,0.0
2 days 17:21:00,45.3333333333333,292.2889755198057,268.84010416666666,0.0
